10,55.66743148783039,13.15159638789987,15,55.679648306002626,14.212975805506794
10,55.66743148783039,13.15159638789987,19,55.57935187731632,14.147284628222494
15,55.679648306002626,14.212975805506794,11,55.64685627715711,13.72974807042487
15,55.679648306002626,14.212975805506794,10,55.66743148783039,13.15159638789987
19,55.57935187731632,14.147284628222494,10,55.66743148783039,13.15159638789987
19,55.57935187731632,14.147284628222494,11,55.64685627715711,13.72974807042487
20,55.473987656803736,14.36604623340567,10,55.66743148783039,13.15159638789987
20,55.473987656803736,14.36604623340567,11,55.64685627715711,13.72974807042487
10,55.66743148783039,13.15159638789987,14,55.603694672010654,13.881277868239781
10,55.66743148783039,13.15159638789987,17,55.76922778889559,13.864925311326882
10,55.66743148783039,13.15159638789987,18,55.733485409306724,13.443829277906183
10,55.66743148783039,13.15159638789987,16,55.40837236441112,13.469487879068453
10,55.66743148783039,13.15159638789987,21,55.80116530110765,13.471680579510378
10,55.66743148783039,13.15159638789987,20,55.473987656803736,14.36604623340567
11,55.64685627715711,13.72974807042487,15,55.679648306002626,14.212975805506794
11,55.64685627715711,13.72974807042487,19,55.57935187731632,14.147284628222494
11,55.64685627715711,13.72974807042487,20,55.473987656803736,14.36604623340567
11,55.64685627715711,13.72974807042487,21,55.80116530110765,13.471680579510378
11,55.64685627715711,13.72974807042487,18,55.733485409306724,13.443829277906183
11,55.64685627715711,13.72974807042487,16,55.40837236441112,13.469487879068453
16,55.40837236441112,13.469487879068453,11,55.64685627715711,13.72974807042487
14,55.603694672010654,13.881277868239781,10,55.66743148783039,13.15159638789987
14,55.603694672010654,13.881277868239781,11,55.64685627715711,13.72974807042487
16,55.40837236441112,13.469487879068453,10,55.66743148783039,13.15159638789987
17,55.76922778889559,13.864925311326882,10,55.66743148783039,13.15159638789987
17,55.76922778889559,13.864925311326882,11,55.64685627715711,13.72974807042487
18,55.733485409306724,13.443829277906183,10,55.66743148783039,13.15159638789987
18,55.733485409306724,13.443829277906183,11,55.64685627715711,13.72974807042487
21,55.80116530110765,13.471680579510378,10,55.66743148783039,13.15159638789987
21,55.80116530110765,13.471680579510378,11,55.64685627715711,13.72974807042487
11,55.64685627715711,13.72974807042487,14,55.603694672010654,13.881277868239781
11,55.64685627715711,13.72974807042487,17,55.76922778889559,13.864925311326882
