26,31,3553,41166.20900000003
0,28,3029,71301.54599999997
4,31,1269,19027.866999999995
0,31,1879,22818.742000000013
9,16,3234,31515.33499999999
16,9,3250,30709.365000000005
1,16,3650,45056.94100000003
5,16,2855,30677.08699999999
13,16,3778,45221.272000000026
2,31,2625,27006.576000000015
16,21,3302,34653.64199999999
31,16,1791,20851.287
30,31,2354,25356.161
0,4,2176,20417.267
0,26,4357,50681.62699999999
31,14,4658,55787.481999999996
31,26,3544,41160.59399999998
0,33,4052,54926.85500000001
0,32,2540,27442.263000000003
12,31,2270,29921.023
2,16,3187,33513.916999999994
20,31,2194,25065.011
19,31,1705,18553.801999999996
28,31,3191,39566.188
10,31,2522,25917.19000000001
11,31,2237,24110.374999999996
16,5,2849,30667.731000000003
16,13,3848,44692.37699999997
0,12,3908,51211.896
0,13,4284,51074.19999999997
0,15,4191,84767.42299999998
0,16,1063,10037.141000000001
0,19,3204,29789.136999999984
0,20,3835,46355.88400000002
1,31,2428,30022.242
16,19,2520,24119.566
0,8,3705,35381.887999999984
31,7,4402,50583.982
16,31,1791,20851.287
31,23,2106,22737.11400000001
17,16,3989,47915.009000000035
0,7,4349,85600.59899999999
18,16,4552,56425.24000000004
31,8,2206,24064.432
31,20,2177,24939.361999999997
16,33,3616,48545.032
0,24,4655,87848.54900000001
3,31,1926,19640.229000000007
16,22,3206,37594.34799999998
16,3,3073,34284.841000000015
0,30,3167,34877.19400000001
7,16,4513,43880.54999999999
16,23,2668,29244.455000000005
8,16,3014,29646.290000000005
15,16,4355,43047.373999999974
16,12,3472,44830.07299999999
21,16,3240,32523.33
31,4,1264,18931.691000000006
21,31,2100,19744.592
31,19,1705,18471.680999999997
31,28,3219,39403.615
31,24,3707,45227.036
31,17,2843,32867.37
31,18,3403,41377.601
31,32,1727,17921.230000000003
19,16,2516,24053.538999999997
28,16,3293,32795.419999999984
0,3,2550,25253.509
31,25,2190,25435.868
0,5,2111,21515.859
25,16,942,8934.531
22,16,3124,37600.05700000003
0,25,621,5985.862
5,31,2293,24169.746000000014
12,16,3492,44955.72200000004
16,32,2874,32565.84200000002
0,10,3003,30811.504999999997
0,11,3980,45521.188
6,31,4458,51539.98400000003
16,4,1297,11432.345000000003
31,12,2250,29795.374000000007
31,10,2519,25917.19
31,11,2322,24104.665999999997
26,16,4700,55810.82100000007
0,29,1754,18175.597999999998
14,16,5778,70730.75199999996
14,31,4556,55696.053
0,21,3738,41035.46500000002
4,16,1315,11381.103999999998
16,6,4538,44846.82500000001
10,16,3669,40561.80200000004
11,16,3459,39145.07400000003
16,28,3308,32777.791999999994
6,16,4560,44769.216
16,2,3181,33504.561
16,25,942,8934.530999999999
31,29,1930,20820.129000000004
30,16,3501,40000.77300000003
16,14,5880,70822.18099999998
16,26,4691,55805.20599999999
31,3,1926,19640.229000000003
0,6,4396,86489.26499999998
31,30,2354,25356.161
16,27,2303,25801.927000000003
31,5,2287,24160.39000000001
31,2,2619,26997.22000000001
15,31,4253,49818.14200000001
0,2,2443,24352.689
13,31,2556,30186.572999999997
23,16,2671,29253.810999999983
0,27,1565,16650.055
29,31,1936,20829.485000000008
31,21,2080,19618.943
27,31,1747,19303.94200000001
31,27,1741,19294.586000000007
17,31,2767,32880.31
18,31,3330,41390.54100000002
24,16,4643,42283.55299999998
31,15,4244,49750.80600000001
0,14,5698,63671.76400000001
0,17,4501,54283.89199999997
0,18,5061,62794.12299999998
0,23,1930,20092.583000000002
0,22,3395,33009.89600000003
7,31,4411,50651.31800000002
16,8,3021,29712.317000000003
16,15,4333,43124.98300000002
16,20,3399,39974.06100000001
3,16,3073,34284.841
16,7,4491,43958.159000000014
16,24,4648,41478.395999999986
8,31,2203,24146.553000000004
31,9,3161,37335.18799999999
27,16,2309,25811.282999999985
16,17,4065,47902.068999999974
16,18,4625,56412.29999999998
16,29,2492,27327.47
29,16,2498,27336.825999999983
31,6,4449,51472.648
0,9,3246,77079.51800000001
24,31,3747,45448.317000000025
31,33,2394,33510.33299999999
16,10,3666,40561.80200000002
16,11,3544,39139.36499999998
31,13,2626,29657.678
31,22,1984,22559.649000000005
25,31,2190,25435.868000000002
23,31,2109,22746.47000000001
16,30,3501,40000.773000000016
22,31,1902,22565.358
20,16,3416,40099.710000000036
9,31,3132,38286.103
